date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,rtk-ag,pcr,beds,beds_covid,beds_noncrit,admitted_pui,admitted_covid,admitted_total,discharged_pui,discharged_covid,discharged_total,hosp_covid,hosp_pui,hosp_noncovid,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used,daily_partial,daily_full,daily_booster,daily_booster2,daily,daily_partial_adol,daily_full_adol,daily_booster_adol,daily_booster2_adol,daily_partial_child,daily_full_child,daily_booster_child,cumul_partial,cumul_full,cumul_booster,cumul_booster2,cumul,cumul_partial_adol,cumul_full_adol,cumul_booster_adol,cumul_booster2_adol,cumul_partial_child,cumul_full_child,cumul_booster_child,pfizer1,pfizer2,pfizer3,pfizer4,sinovac1,sinovac2,sinovac3,sinovac4,astra1,astra2,astra3,astra4,sinopharm1,sinopharm2,sinopharm3,sinopharm4,cansino,cansino3,cansino4,pending1,pending2,pending3,pending4,checkins,unique_ind,unique_loc,cases_new_increase_tmr
2021-08-15,20546,14,16945,247264,2600,11189,6863,2494,0,2963,1507,14238,1370,1138,1825,1507,5525,4319,2742,1652,912,334,124,63849,71181,42572,18486,40371,434,2243,2677,325,1486,1811,14472,1218,17047,1045,1140,2185,1582,1756,924,1432,63,439,899,7,358,1463,185,158706,282059,0,0,440765,682,683,0,0,32,8,0,17451506,10913671,0,0,28365131,33069,13756,0,0,706,270,0,35457,130615,0,0,103977,130118,0,0,18915,21290,0,0,0,0,0,0,1,0,0,357,35,0,0,15778774,7066182,474918,0
2021-08-16,19740,19,17450,249280,3058,10590,6447,2703,0,2780,1372,13518,1357,1035,1745,1372,5247,4184,2452,1635,865,347,145,96219,63938,42572,18598,40371,467,1996,2463,373,1504,1877,14753,1328,16787,1045,1140,2185,1589,1756,924,1430,57,468,889,3,328,1545,138,191494,335716,0,0,527210,1133,566,0,0,24,11,0,17643000,11249387,0,0,28892341,34202,14322,0,0,730,281,0,39501,180820,0,0,131839,129624,0,0,20095,25199,0,0,0,0,0,0,0,0,0,59,73,0,0,19261760,8340927,713559,0
2021-08-17,19631,7,16467,252151,2265,10674,6212,2745,0,2816,1424,13425,1442,1113,1703,1424,5107,4208,2503,1607,925,373,144,89409,89546,42572,18540,40370,449,2329,2778,325,1868,2193,14338,1324,16238,1038,1148,2186,1592,1756,924,1514,5,477,877,2,303,1537,153,199564,350653,0,0,550217,890,685,0,0,37,10,0,17842568,11600040,0,0,29442558,35092,15007,0,0,767,291,0,36159,198158,0,0,143756,128525,0,0,19594,23895,0,0,0,0,0,0,4,0,0,55,71,0,0,19294421,8356638,721257,1
2021-08-18,22242,4,19680,254488,2878,11857,7174,3211,0,2988,1624,15125,1584,1214,1774,1624,5694,4639,2918,1874,1034,404,146,88829,82821,42683,18580,40518,455,2458,2913,355,2001,2356,14308,1292,17324,998,1151,2149,1565,1762,944,1457,67,475,871,4,331,1562,155,207682,365299,0,0,572981,1001,651,0,0,27,19,0,18050254,11965339,0,0,30015539,36094,15658,0,0,794,310,0,33029,187558,0,0,155253,153877,0,0,19311,23825,0,0,0,0,0,0,4,0,0,89,35,0,0,19061919,8334637,725223,1
2021-08-19,22948,9,21720,255538,2343,12451,7175,3322,0,3035,1665,16065,1647,1254,1781,1665,6342,4770,3014,1939,1050,457,140,81565,90293,42656,18650,40471,524,2153,2677,326,1749,2075,14181,1303,17395,998,1171,2169,1575,1764,945,1454,8,422,847,30,297,1542,214,197407,352519,0,0,549926,875,731,0,0,28,16,0,18247664,12317858,0,0,30565465,36969,16389,0,0,822,326,0,37421,191259,0,0,141405,136076,0,0,18567,25113,0,0,0,0,0,0,3,0,0,14,68,0,0,20701548,8669392,732750,1
2021-08-20,23564,23,21448,257421,3031,12108,7212,4244,0,3350,1820,16011,1692,1290,2060,1820,6234,4637,3074,2066,1074,459,159,76593,81270,42656,18614,40471,481,2263,2744,341,1482,1823,14045,1224,17067,998,1171,2169,1575,1764,945,1449,61,446,852,12,317,1507,231,173525,342011,0,0,515536,897,769,0,0,17,20,0,18421190,12659869,0,0,31081001,37866,17158,0,0,839,346,0,65698,167856,0,0,98205,149016,0,0,9564,25080,0,0,0,1,0,0,1,0,0,58,57,0,0,19986775,8471937,695865,0
2021-08-21,22262,40,18576,260884,2331,11436,6900,3926,0,3154,1685,14933,1714,1269,1885,1685,5866,4397,2816,1854,1078,470,166,68462,75040,42708,18616,40523,483,2112,2595,320,1875,2195,13927,1234,16704,998,1171,2169,1575,1764,955,1486,59,447,883,4,304,1505,266,175777,326315,0,0,502092,886,795,0,0,35,28,0,18596977,12986184,0,0,31583093,38752,17953,0,0,874,374,0,76756,158128,0,0,89247,148050,0,0,9766,20067,0,0,0,0,0,0,10,0,0,8,60,0,0,20601150,8438695,647086,0
2021-08-22,19807,5,18200,262259,2177,10485,5896,3426,0,2918,1565,13288,1508,1144,1774,1565,5188,4015,2449,1636,945,400,163,60752,65149,42708,18644,40523,451,2004,2455,242,1491,1733,13852,1216,16341,998,1171,2169,1575,1764,955,1452,64,437,871,8,320,1474,215,150818,314962,0,0,465780,818,551,0,0,22,24,0,18747797,13301146,0,0,32048873,39570,18504,0,0,896,398,0,75525,154544,0,0,66669,141107,0,0,8596,19257,0,0,0,0,0,0,2,0,0,28,52,0,0,17750609,7570066,509502,0
2021-08-23,17672,8,19053,260704,2010,9058,5208,3406,0,2603,1374,11768,1491,1041,1562,1374,4400,3461,2332,1575,927,397,167,94186,60669,42631,18613,40441,486,1923,2409,311,1575,1886,13696,1246,16476,998,1176,2174,1580,1764,955,1460,63,443,842,3,324,1483,249,162854,256587,0,0,419441,845,563,0,0,20,11,0,18910651,13557733,0,0,32468314,40415,19067,0,0,916,409,0,102078,156559,0,0,49371,74513,0,0,11390,25498,0,0,0,0,0,0,0,0,0,15,17,0,0,20777800,8737541,750669,1
2021-08-24,20837,22,18613,262717,2514,10597,6293,3947,0,2956,1616,14024,1520,1123,1833,1616,5633,4140,2602,1649,972,421,127,91628,85894,42703,18739,40513,538,2272,2810,358,1852,2210,13538,1293,16832,998,1176,2174,1580,1764,955,1482,60,452,825,5,336,1508,193,170595,276943,0,0,447538,1048,608,0,0,17,16,0,19081247,13834676,0,0,32915852,41463,19675,0,0,933,425,0,105109,183337,0,0,53201,70405,0,0,12278,23130,0,0,0,0,0,0,1,0,0,7,70,0,0,20099181,8591240,749499,1
2021-08-25,22642,5,20798,264296,2499,11183,6946,4513,0,3221,1767,15003,1791,1263,1958,1767,5756,4472,3020,1755,1117,475,199,90167,78146,42703,18886,40478,611,2332,2943,390,1763,2153,13488,1408,17377,1041,1168,2209,1598,1776,1000,1498,10,468,838,0,333,1474,228,176913,275724,0,0,452637,1070,612,0,0,22,15,0,19258160,14110400,0,0,33368489,42533,20287,0,0,955,440,0,111391,189503,0,0,55336,63182,0,0,10174,23023,0,0,0,0,0,0,0,0,0,12,16,0,0,20898367,8814461,769365,1
2021-08-26,24599,8,22657,265845,3394,12365,7315,4919,0,3437,1722,16450,1872,1346,2091,1722,6374,4922,3132,2022,1144,536,191,82344,72735,42713,18805,40485,688,2301,2989,397,1837,2234,12884,1447,17162,1041,1171,2212,1598,1760,1034,1484,10,453,853,7,318,1405,248,173050,267556,0,0,440606,1161,597,0,0,39,18,0,19433189,14377956,0,0,33809095,43699,20884,0,0,994,458,0,111149,170110,0,0,49841,72528,0,0,11886,22878,0,0,0,0,0,0,1979,0,0,174,61,0,0,21069469,8848065,771901,0
2021-08-27,22070,15,21877,265699,2126,10533,6492,5045,0,2973,1649,15043,1739,1186,1787,1649,5759,4550,2963,1771,1149,443,147,79606,74976,42761,18873,40516,592,2071,2663,408,1652,2060,12982,1364,17356,1042,1187,2229,1619,1773,1042,1416,54,422,800,8,326,1355,220,159839,218478,0,0,378317,1134,558,0,0,15,14,0,19594420,14596434,0,0,34187412,44840,21442,0,0,1009,472,0,101968,128305,0,0,47349,67180,0,0,10514,21567,0,0,0,0,0,0,1392,0,0,8,34,0,0,21122424,8788247,732566,1
2021-08-28,22597,12,19492,268552,2551,10424,6856,5317,0,3188,1717,14876,1835,1262,1926,1717,5583,4539,2941,1813,1177,479,179,63708,71096,42761,18647,40516,547,2229,2776,429,1708,2137,12924,1410,16867,1042,1187,2229,1611,1773,1042,1462,46,438,824,8,335,1439,201,163673,210809,0,0,374482,1614,500,0,0,27,9,0,19765079,14807243,0,0,34561894,46480,21942,0,0,1038,481,0,104188,108314,0,0,46651,76945,0,0,12830,18525,0,0,0,0,0,0,6986,0,0,4,39,0,0,21167380,8590678,676982,0
2021-08-29,20579,7,20845,268001,2595,10009,5648,4922,0,3025,1638,13696,1560,1207,1818,1638,5614,3929,2446,1707,991,416,153,54462,54230,43042,18646,40797,544,2056,2600,277,1323,1600,13201,1524,17070,1042,1187,2229,1611,1773,1042,1419,55,435,799,52,324,1368,216,155072,178292,0,0,333364,1169,443,0,0,28,11,0,19927896,14985535,0,0,34895258,47668,22385,0,0,1070,492,0,107369,80257,0,0,35022,73969,0,0,12655,16305,0,0,0,0,0,0,7745,0,0,26,16,0,0,18305255,7710179,523916,0
2021-08-30,19268,16,21257,265718,2097,9325,5289,4654,0,2928,1597,12579,1650,1169,1759,1597,4929,3708,2380,1562,1048,427,175,93514,62893,43042,18828,40760,508,2049,2557,479,1500,1979,13162,1509,16962,1061,1205,2266,1620,1785,1041,1402,47,442,806,13,359,1427,182,196526,196232,0,0,392758,1859,437,0,0,19,17,0,20128685,15181767,0,0,35288016,49559,22822,0,0,1094,509,0,152639,100708,0,0,32848,70295,0,0,11007,20951,0,0,0,0,0,0,4263,0,0,32,15,0,0,21968425,8983661,761972,1
2021-08-31,20897,1,18465,267868,1454,9490,5831,5576,0,2947,1683,14057,1760,1188,1759,1683,5416,4150,2723,1768,1098,501,161,55573,67125,43042,18492,40760,614,2012,2626,344,1533,1877,12640,1654,17110,1049,1200,2249,1605,1767,1038,1419,52,477,778,9,390,1398,199,129502,158548,0,0,288050,1324,565,0,0,21,22,0,20260753,15340315,0,0,35576066,50908,23387,0,0,1119,531,0,103965,70667,0,0,16751,64290,0,0,8730,21010,0,0,0,0,0,0,2566,0,0,56,15,0,0,17938501,7482416,507457,0
2021-09-01,18762,5,21073,265279,2107,8298,4977,5487,0,2764,1491,12434,1658,1084,1680,1491,4651,3759,2375,1649,1044,451,163,96183,69043,43049,18613,40785,533,1809,2342,363,1339,1702,12686,1610,17792,1051,1180,2231,1585,1753,1036,1386,51,442,820,10,356,1433,213,202131,229614,4,0,431749,1942,666,0,0,23,28,0,20465634,15569929,4,0,36007815,52866,24053,0,0,1142,559,0,157288,107017,1,0,32097,98254,2,0,12348,21553,0,0,0,0,0,0,2750,0,0,398,40,1,0,22100719,9107928,789023,1
2021-09-02,20988,1,23473,262545,2142,9557,5168,6263,0,3064,1796,13868,1891,1176,1888,1796,5337,4056,2699,1776,1201,506,184,90232,70035,43152,18688,40899,600,2048,2648,400,1743,2143,12369,1639,18018,1053,1167,2220,1576,1767,1038,1355,53,444,768,11,322,1393,191,197416,207985,7,0,405408,2001,511,0,0,22,20,0,20666734,15777914,11,0,36413223,54886,24564,0,0,1168,579,0,160676,86815,1,0,23402,95858,6,0,13208,21605,0,0,0,0,0,0,3684,0,0,130,23,0,0,21950290,9066121,787650,0
2021-09-03,19378,14,22399,259194,2223,8598,4765,6015,0,2925,1549,12793,1689,1146,1779,1549,4704,3922,2511,1656,1042,449,198,77745,69765,43152,18659,40901,705,1930,2635,456,1584,2040,11650,1515,17944,1031,1191,2222,1585,1768,1045,1335,54,469,756,8,322,1336,198,157352,202610,2,0,359964,1772,937,0,0,17,30,0,20829992,15980524,13,0,36773187,56689,25501,0,0,1185,609,0,125375,63278,1,0,25595,111277,1,0,6293,22126,0,0,0,0,0,0,5906,0,0,89,23,0,0,22841557,9225679,787629,0
2021-09-04,19057,10,21582,256307,1760,8308,4536,6213,0,2842,1668,12309,1801,1145,1697,1668,4404,3706,2516,1683,1116,475,210,64085,68963,43152,18485,40911,587,2014,2601,340,1375,1715,12229,1659,17191,1031,1181,2212,1575,1768,1045,1321,49,449,764,2,418,1319,218,148336,188515,6,0,336857,1884,571,0,0,41,28,0,20985855,16169039,19,0,37110044,58624,26072,0,0,1230,637,0,114817,46760,6,0,24209,115440,0,0,9287,18774,0,0,0,0,0,0,7527,0,0,23,14,0,0,23180717,9072418,722517,1
2021-09-05,20396,8,20573,255794,2347,8851,4669,6876,0,3037,1622,13561,1869,1222,1815,1622,5085,4101,2556,1819,1183,508,178,56013,54484,43152,18257,40936,517,1847,2364,325,1389,1714,12021,1652,17544,1010,1177,2187,1542,1775,1050,1304,45,446,734,1,339,1384,174,146007,171237,3,0,317247,1837,544,0,0,22,36,0,21138957,16340276,22,0,37427291,60507,26616,0,0,1255,673,0,115790,42349,0,0,21399,102354,3,0,8795,19116,0,0,0,0,0,0,7095,0,0,23,323,0,0,21639697,8508217,601443,0
2021-09-06,17352,8,20201,252673,1758,7304,4077,5971,0,2654,1451,11349,1562,1099,1555,1451,4330,3461,2187,1371,993,427,142,96917,65402,42980,17885,40776,633,1939,2572,400,1723,2123,12015,1705,18153,992,1183,2175,1550,1786,1047,1291,64,435,741,4,337,1349,201,143555,200437,3,0,343995,2041,912,0,0,29,21,0,21285516,16540713,25,0,37771286,62582,27528,0,0,1284,694,0,118613,46952,1,0,19221,128553,2,0,5663,21884,0,0,0,1,0,0,3004,0,0,58,43,0,0,25068473,9673723,842515,1
2021-09-07,18547,18,18902,252007,2177,8142,4271,6134,0,2829,1559,12033,1717,1090,1739,1559,4513,3592,2298,1630,1092,462,163,89432,75120,43134,17855,40927,654,1985,2639,417,1531,1948,11935,1631,18233,989,1189,2178,1561,1786,1047,1278,40,501,728,3,389,1357,211,144695,207774,2,0,352471,2065,587,0,0,30,33,0,21432724,16748487,27,0,38123757,64668,28115,0,0,1314,727,0,122607,41144,0,0,19920,141916,2,0,2126,22136,0,0,0,0,0,0,2513,0,0,42,65,0,0,25209053,9753759,846603,1
2021-09-08,19733,3,22701,248678,2095,8191,4525,7017,0,2978,1593,13019,1856,1175,1803,1593,4981,3885,2512,1641,1131,545,180,85696,71053,43078,17894,40862,618,2003,2621,418,1696,2114,11823,1797,18286,989,1198,2187,1575,1824,1039,1253,38,466,740,4,350,1372,202,138829,213457,7,0,352293,7228,619,0,0,20,20,0,21573784,16961944,34,0,38476050,71919,28734,0,0,1334,747,0,110763,38133,0,0,24303,151463,7,0,3563,21588,0,0,0,0,0,0,2231,0,0,200,42,0,0,24857360,9714060,843360,0
2021-09-09,19307,6,24855,242808,1577,8020,4357,6930,0,2881,1597,12928,1704,1165,1716,1597,4988,3948,2393,1599,1067,459,178,77259,66662,43078,17493,40858,633,2152,2785,407,1679,2086,11637,1675,18011,989,1202,2191,1579,1824,1039,1271,42,430,732,2,346,1303,225,145683,208274,2,0,353959,12616,632,0,0,24,24,0,21723581,17170218,36,0,38830009,84566,29366,0,0,1358,771,0,118030,42655,0,0,23736,139576,2,0,3705,21911,0,0,0,0,0,0,4114,0,0,212,18,0,0,25301139,9823060,845985,1
2021-09-10,21176,4,21476,242167,2162,8436,4775,7965,0,3345,1814,13607,1986,1362,1983,1814,4997,4141,2640,1829,1197,581,208,69731,62490,43078,17352,40853,600,2093,2693,496,1626,2122,11492,1561,18374,989,1207,2196,1584,1824,1039,1280,44,522,777,11,353,1381,208,120055,198203,4,0,318262,19449,811,0,0,19,18,0,21849989,17368421,40,0,39148271,104049,30177,0,0,1382,789,0,97160,68925,2,0,19566,100614,2,0,3153,22285,0,0,0,0,0,0,6353,0,0,176,26,0,0,25357189,9798438,803545,0
2021-09-11,19550,7,21771,239354,2144,8186,4064,7300,0,3009,1650,12772,1797,1171,1838,1650,4695,3888,2554,1635,1150,463,184,58493,66155,43078,17326,40859,784,2094,2878,397,1795,2192,11325,1539,17808,989,1201,2190,1567,1824,1039,1233,42,501,726,7,375,1355,214,96680,190306,46,0,287032,20507,680,0,0,23,34,0,21954257,17558727,86,0,39435303,124594,30857,0,0,1409,823,0,76610,75912,44,0,18708,87847,2,0,1353,18925,0,0,0,0,0,0,7588,0,0,9,34,0,0,25564464,9634348,742515,0
2021-09-12,19198,5,20980,237280,1916,7477,3850,7871,0,2991,1686,12366,1914,1153,1838,1686,4796,3540,2336,1694,1231,509,174,48696,50964,43055,17342,40852,580,1928,2508,424,1770,2194,11492,1551,17911,989,1185,2174,1547,1824,1039,1237,36,506,719,5,373,1320,265,84557,166641,94,0,251292,15102,640,0,0,17,16,0,22044812,17725368,180,0,39686595,139725,31497,0,0,1426,839,0,69451,74917,50,0,13997,67081,44,0,1033,18629,0,0,0,0,0,0,5998,0,0,76,16,0,0,22760385,8847218,577107,0
2021-09-13,16073,21,24813,228127,1547,6303,3366,6404,0,2498,1391,10332,1562,992,1506,1391,3967,3070,1977,1318,965,425,172,84811,50451,43055,17133,40869,545,1786,2331,414,1579,1993,11252,1536,18383,986,1171,2157,1524,1824,1041,1194,39,535,684,3,366,1316,212,78666,173631,2,0,252299,5414,730,0,0,24,23,0,22127583,17898999,182,0,39938894,145173,32227,0,0,1453,862,0,61390,97516,2,0,16109,50703,0,0,1089,21302,0,0,0,0,0,0,4105,0,0,78,5,0,0,23943579,9534212,810313,0
2021-09-14,15669,17,18053,225280,1041,5991,3516,6162,0,2541,1318,10104,1476,1022,1519,1318,3693,3044,1931,1436,906,409,161,81900,66191,43055,17133,40883,672,1628,2300,374,1518,1892,11009,1559,18672,970,1173,2143,1509,1824,1047,1192,50,516,680,12,356,1302,217,78462,190044,3,0,268509,6282,900,0,0,27,18,0,22211743,18089043,185,0,40207403,151486,33127,0,0,1483,880,0,60423,108573,0,0,17317,56849,3,0,720,18906,0,0,0,0,0,0,5698,0,0,2,18,0,0,25203956,9883271,848951,1
2021-09-15,19495,11,18760,225593,1389,7515,3521,8459,0,3201,1712,12409,1952,1280,1921,1712,4502,3796,2412,1699,1216,544,192,79454,62947,43055,17155,40826,580,1817,2397,407,1597,2004,10737,1518,19085,964,1236,2200,1589,1824,1063,1238,42,479,630,8,362,1295,222,74774,199722,6,0,274502,7268,899,0,0,35,20,0,22290230,18288765,191,0,40481905,158776,34026,0,0,1518,900,0,60596,116410,2,0,13107,58255,4,0,1069,21338,0,0,0,0,0,0,3713,0,0,2,6,0,0,25211945,9885069,849385,0
2021-09-16,18815,7,16939,227123,1627,7026,3830,7959,0,3036,1528,12191,1792,1213,1823,1528,4430,3795,2338,1628,1132,484,176,47522,48838,42883,17012,40666,586,1687,2273,352,1448,1800,10537,1396,18584,964,1224,2188,1600,1824,1063,1182,51,497,695,14,352,1276,217,66462,154704,1,0,221167,19610,746,0,0,228,21,0,22359792,18443469,192,0,40703072,178412,34772,0,0,1746,921,0,55585,83005,1,0,10442,45414,0,0,435,23170,0,0,0,0,0,0,3100,0,0,0,15,0,0,22402145,8729379,620616,0
2021-09-17,17577,3,22970,221343,1742,6503,3810,7264,0,2590,1417,11621,1668,1027,1563,1417,4322,3525,2243,1531,1037,450,181,66469,40675,43055,17028,40838,573,1627,2200,483,1198,1681,10414,1247,18991,964,1224,2188,1600,1824,1064,1160,44,481,702,6,337,1226,247,81272,182604,6,0,263882,32513,1075,0,0,399,19,0,22444561,18626073,198,0,40966954,210977,35847,0,0,2145,940,0,69820,104456,1,0,10847,52124,5,0,605,22497,0,0,0,0,0,0,3497,0,0,0,30,0,0,24948682,9783455,804856,0
2021-09-18,15549,5,17205,219363,1251,5572,3270,6707,0,2429,1321,9981,1595,954,1475,1321,3678,2992,1914,1397,952,462,181,53716,51101,43055,17028,40838,525,1472,1997,322,1417,1739,10140,1249,18231,964,1224,2188,1600,1824,1064,1144,20,491,678,12,343,1198,269,79130,176454,1,0,255585,31224,1316,0,0,421,31,0,22528254,18802527,199,0,41222539,242218,37163,0,0,2568,971,0,68341,104315,0,0,10060,48762,1,0,695,18803,0,0,32,0,0,0,4563,0,0,2,11,0,0,24357098,9453119,739147,0
2021-09-19,14954,11,23469,210472,1216,5555,2925,6474,0,2353,1233,9644,1467,945,1408,1233,3501,2938,1846,1359,898,428,141,70816,38498,43055,17067,40838,451,1399,1850,394,1230,1624,10058,1206,18809,964,1224,2188,1600,1824,1064,1144,47,492,652,10,364,1242,250,66684,172598,1,0,239283,29326,1029,0,0,376,22,0,22598060,18975125,200,0,41461822,271566,38192,0,0,2944,993,0,58076,110399,1,0,8425,38521,0,0,155,20549,0,0,28,0,0,0,3122,0,0,0,7,0,0,21976784,8730961,577494,0
2021-09-20,14345,43,16814,207702,1157,5148,2655,6542,0,2321,1244,9073,1500,882,1439,1244,3360,2724,1715,1274,928,424,148,120160,45337,43055,16674,40890,411,1527,1938,337,1379,1716,10130,1180,19010,935,1205,2140,1523,1865,1038,1099,53,460,617,16,291,1219,249,101572,211569,2,0,313143,56341,1452,0,0,501,19,0,22702225,19186694,202,0,41774965,327921,39644,0,0,3445,1012,0,91309,149944,0,0,9991,36591,2,0,166,22417,0,0,104,0,0,0,2593,0,0,2,24,0,0,25665903,10035506,846015,1
2021-09-21,15759,27,16650,206477,1223,5519,2855,7385,0,2451,1399,10017,1611,935,1516,1399,3687,3051,1843,1436,968,461,182,110875,52789,43145,16698,40989,458,1446,1904,437,1749,2186,9521,1077,18880,933,1198,2131,1486,1996,933,1076,40,491,628,7,324,1284,224,127658,148586,5,0,276249,83920,1086,0,0,419,15,0,22833634,19335280,207,0,42051214,411849,40730,0,0,3864,1027,0,119183,103986,3,0,7755,20389,2,0,592,20439,0,0,127,0,0,0,3751,0,0,1,21,0,0,25011981,9934764,843031,0
2021-09-22,14990,5,19702,201278,991,5290,2824,6876,0,2471,1264,9538,1523,994,1477,1264,3462,2884,1892,1300,968,405,150,127625,48687,43145,16713,40997,557,1530,2087,356,1387,1743,9121,1247,19617,926,1197,2123,1511,2040,908,1073,41,482,609,6,320,1269,223,126918,214933,3,0,341854,85055,1418,0,0,563,22,0,22965688,19550213,210,0,42393068,496916,42148,0,0,4429,1049,0,118691,153936,0,0,8052,34245,3,0,44,21586,0,0,130,0,0,0,5136,0,0,1,30,0,0,25592458,10030592,859320,0
2021-09-23,13754,4,16628,198288,1111,5122,2240,6392,0,2354,1098,8850,1371,902,1452,1098,3120,2672,1763,1295,852,383,136,95700,47797,42973,16782,40813,583,1372,1955,352,1397,1749,8829,1320,19439,933,1201,2134,1498,2190,685,1073,44,511,607,8,325,1278,165,139345,209201,2,0,348548,95091,1516,0,0,653,17,0,23107210,19759414,212,0,42741616,592035,43664,0,0,5083,1066,0,131364,159284,0,0,7723,26459,2,0,58,21264,0,0,200,0,0,0,2177,0,0,0,17,0,0,26176318,10181372,860844,1
2021-09-24,14554,9,16751,195841,1079,5045,2268,7241,0,2334,1278,9269,1528,918,1416,1278,3260,2784,1884,1341,966,427,135,96182,45678,43025,16909,40850,658,1365,2023,343,1319,1662,8731,1428,19172,932,1217,2149,1495,2267,619,1031,24,520,584,11,356,1256,146,123634,169048,2,0,292684,87771,1340,0,0,1099,18,0,23232071,19928462,214,0,43034300,679819,45004,0,0,6183,1084,0,116059,120279,1,0,7361,27688,1,0,77,19838,0,0,136,1,0,0,1227,0,0,1,15,0,0,26767619,10245556,818390,0
2021-09-25,13899,6,18074,191438,898,5015,1961,6923,0,2276,1176,8648,1546,904,1372,1176,3145,2658,1635,1210,901,481,164,72649,40470,43025,16474,40817,573,1379,1952,425,1281,1706,8578,1333,18354,932,1249,2181,1532,2311,545,1029,41,535,589,9,362,1275,160,120216,158536,5,0,278757,91884,1510,0,0,1219,45,0,23354635,20086998,219,0,43313057,771730,46514,0,0,7411,1129,0,114305,111252,2,0,5287,26922,3,0,557,17998,0,0,67,0,0,0,2348,0,0,0,16,0,0,27451761,10123433,756626,0
2021-09-26,13104,8,20971,183293,825,4409,2035,6660,0,2128,1140,8275,1398,907,1221,1140,3074,2496,1502,1203,856,404,138,59169,35642,43025,16677,40811,540,1222,1762,330,1015,1345,8423,1370,18452,917,1254,2171,1518,2304,533,1003,38,532,557,16,351,1257,153,121200,162736,7,0,283943,94196,1523,0,0,635,27,0,23477675,20249734,226,0,43597000,865941,48037,0,0,8046,1156,0,115052,112752,6,0,5634,24306,1,0,465,23826,0,0,49,0,0,0,1840,0,0,0,12,0,0,24038686,9210042,585338,0
2021-09-27,10959,12,16430,177564,797,3706,1529,5724,0,1761,947,6804,1356,744,1017,947,2405,2065,1340,994,830,348,178,118000,39722,43025,16715,40799,510,1287,1797,275,1286,1561,8191,1364,18910,915,1268,2183,1522,2308,521,931,37,511,558,11,327,1249,176,176245,162249,5,0,338499,142663,1641,0,0,452,23,0,23654989,20411983,231,0,43935499,1008615,49678,0,0,8499,1179,0,170105,115516,3,0,5712,22203,2,0,330,23445,0,0,95,0,0,0,1069,0,0,3,16,0,0,26456744,10266633,847300,1
2021-09-28,11332,23,14160,174496,715,3799,1632,5901,0,1870,995,7107,1279,739,1131,995,2532,2180,1379,1016,786,355,138,105105,47090,42073,16679,39876,583,1297,1880,370,1194,1564,7903,1375,18681,916,1252,2168,1522,2310,519,977,0,527,559,0,333,1226,161,174013,170779,9,0,344801,142929,1766,0,0,680,29,0,23831601,20582762,240,0,44280300,1151560,51444,0,0,9179,1208,0,168617,121753,8,0,4983,22675,1,0,355,23699,0,0,57,0,0,0,2599,0,0,1,53,0,0,26541913,10293712,859475,1
2021-09-29,12434,8,17000,169722,710,3975,1660,6799,0,1896,959,7983,1448,796,1100,959,2859,2444,1490,1190,877,420,151,99474,46182,42073,16619,39882,526,1359,1885,362,1171,1533,7813,1372,18934,924,1238,2162,1510,2364,466,970,0,548,562,0,332,1215,163,197335,158585,6,0,355926,168016,6410,0,0,961,19,0,24030326,20741347,246,0,44636226,1319583,57854,0,0,10142,1227,0,191629,113363,1,0,4820,24204,5,0,764,19608,0,0,120,0,0,0,1390,0,0,2,20,0,0,26994270,10405512,859464,1
